epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,340.083,2.02654,3.05339,1.72582,0.94729,0.10582,0.16178,0.06406,2.03641,3.2307,1.65062,0.000362104,0.000362104,0.000362104
